;fecha;CCAA;total_altas;Localizacion;total_fallecidos;total_uci;total_hospitalizados;total_casos;total_fallecidos_diff;total_altas_diff;total_uci_diff;total_hospitalizados_diff;total_casos_diff
1507;2020-05-21;Galicia;9204,0;Galicia, Spain;608,0;334,0;2943,0;11103,0;1,0;0,0;0,0;4,0;22,0
1508;2020-05-22;Galicia;9204,0;Galicia, Spain;609,0;334,0;2947,0;11103,0;1,0;0,0;0,0;4,0;0,0
1509;2020-05-23;Galicia;9204,0;Galicia, Spain;610,0;335,0;2952,0;11103,0;1,0;0,0;1,0;5,0;0,0
1510;2020-05-24;Galicia;9204,0;Galicia, Spain;613,0;336,0;2953,0;11103,0;3,0;0,0;1,0;1,0;0,0
1775;2020-02-21;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1776;2020-02-22;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1777;2020-02-23;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1778;2020-02-24;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1779;2020-02-25;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1780;2020-02-26;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1781;2020-02-27;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1782;2020-02-28;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1783;2020-02-29;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1296;2020-03-01;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1784;2020-03-02;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0
1785;2020-03-03;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;1,0
1566;2020-03-04;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;7,0;0,0;0,0;0,0;0,0;5,0
1567;2020-03-05;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;17,0;0,0;0,0;0,0;0,0;10,0
1568;2020-03-06;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;29,0;0,0;0,0;0,0;0,0;12,0
1569;2020-03-07;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;47,0;0,0;0,0;0,0;0,0;18,0
1570;2020-03-08;La Rioja;0,0;La Rioja, Spain;0,0;0,0;0,0;70,0;0,0;0,0;0,0;0,0;23,0
1297;2020-03-09;La Rioja;0,0;La Rioja, Spain;0,0;1,0;0,0;102,0;0,0;0,0;1,0;0,0;32,0
1298;2020-03-10;La Rioja;0,0;La Rioja, Spain;1,0;1,0;0,0;155,0;1,0;0,0;0,0;0,0;53,0
1299;2020-03-11;La Rioja;1,0;La Rioja, Spain;2,0;1,0;13,0;185,0;1,0;1,0;0,0;13,0;30,0
1300;2020-03-12;La Rioja;1,0;La Rioja, Spain;2,0;1,0;21,0;220,0;0,0;0,0;0,0;8,0;35,0
1301;2020-03-13;La Rioja;1,0;La Rioja, Spain;3,0;2,0;27,0;259,0;1,0;0,0;1,0;6,0;39,0
1302;2020-03-14;La Rioja;1,0;La Rioja, Spain;3,0;2,0;38,0;292,0;0,0;0,0;0,0;11,0;33,0
1303;2020-03-15;La Rioja;1,0;La Rioja, Spain;3,0;7,0;58,0;300,0;0,0;0,0;5,0;20,0;8,0
1304;2020-03-16;La Rioja;2,0;La Rioja, Spain;4,0;13,0;64,0;312,0;1,0;1,0;6,0;6,0;12,0
1305;2020-03-17;La Rioja;2,0;La Rioja, Spain;5,0;13,0;82,0;355,0;1,0;0,0;0,0;18,0;43,0
1306;2020-03-18;La Rioja;2,0;La Rioja, Spain;5,0;13,0;99,0;419,0;0,0;0,0;0,0;17,0;64,0
1307;2020-03-19;La Rioja;2,0;La Rioja, Spain;5,0;15,0;121,0;468,0;0,0;0,0;2,0;22,0;49,0
1308;2020-03-20;La Rioja;13,0;La Rioja, Spain;7,0;15,0;122,0;497,0;2,0;11,0;0,0;1,0;29,0
1309;2020-03-21;La Rioja;18,0;La Rioja, Spain;15,0;17,0;128,0;564,0;8,0;5,0;2,0;6,0;67,0
1310;2020-03-22;La Rioja;18,0;La Rioja, Spain;18,0;17,0;134,0;654,0;3,0;0,0;0,0;6,0;90,0
1311;2020-03-23;La Rioja;18,0;La Rioja, Spain;22,0;22,0;166,0;747,0;4,0;0,0;5,0;32,0;93,0
1312;2020-03-24;La Rioja;24,0;La Rioja, Spain;30,0;24,0;206,0;802,0;8,0;6,0;2,0;40,0;55,0
1313;2020-03-25;La Rioja;43,0;La Rioja, Spain;37,0;33,0;254,0;928,0;7,0;19,0;9,0;48,0;126,0
1314;2020-03-26;La Rioja;48,0;La Rioja, Spain;43,0;36,0;316,0;995,0;6,0;5,0;3,0;62,0;67,0
1315;2020-03-27;La Rioja;62,0;La Rioja, Spain;55,0;43,0;388,0;1236,0;12,0;14,0;7,0;72,0;241,0
1316;2020-03-28;La Rioja;364,0;La Rioja, Spain;65,0;43,0;458,0;1436,0;10,0;302,0;0,0;70,0;200,0
1317;2020-03-29;La Rioja;397,0;La Rioja, Spain;68,0;43,0;497,0;1629,0;3,0;33,0;0,0;39,0;193,0
1318;2020-03-30;La Rioja;431,0;La Rioja, Spain;71,0;43,0;517,0;1733,0;3,0;34,0;0,0;20,0;104,0
1319;2020-03-31;La Rioja;496,0;La Rioja, Spain;85,0;51,0;575,0;1810,0;14,0;65,0;8,0;58,0;77,0
1320;2020-04-01;La Rioja;569,0;La Rioja, Spain;90,0;54,0;619,0;1960,0;5,0;73,0;3,0;44,0;150,0
1321;2020-04-02;La Rioja;641,0;La Rioja, Spain;101,0;57,0;660,0;2083,0;11,0;72,0;3,0;41,0;123,0
1322;2020-04-03;La Rioja;745,0;La Rioja, Spain;109,0;64,0;738,0;2224,0;8,0;104,0;7,0;78,0;141,0
1323;2020-04-04;La Rioja;843,0;La Rioja, Spain;128,0;64,0;805,0;2405,0;19,0;98,0;0,0;67,0;181,0
1324;2020-04-05;La Rioja;904,0;La Rioja, Spain;134,0;66,0;855,0;2592,0;6,0;61,0;2,0;50,0;187,0
1325;2020-04-06;La Rioja;964,0;La Rioja, Spain;141,0;66,0;888,0;2719,0;7,0;60,0;0,0;33,0;127,0
1326;2020-04-07;La Rioja;994,0;La Rioja, Spain;160,0;66,0;918,0;2846,0;19,0;30,0;0,0;30,0;127,0
1327;2020-04-08;La Rioja;1061,0;La Rioja, Spain;177,0;68,0;955,0;2951,0;17,0;67,0;2,0;37,0;105,0
1328;2020-04-09;La Rioja;1172,0;La Rioja, Spain;182,0;69,0;997,0;3026,0;5,0;111,0;1,0;42,0;75,0
1329;2020-04-10;La Rioja;1256,0;La Rioja, Spain;196,0;71,0;1047,0;3076,0;14,0;84,0;2,0;50,0;50,0
1330;2020-04-11;La Rioja;1337,0;La Rioja, Spain;207,0;73,0;1082,0;3496,0;11,0;81,0;2,0;35,0;420,0
1331;2020-04-12;La Rioja;1420,0;La Rioja, Spain;219,0;73,0;1122,0;3596,0;12,0;83,0;0,0;40,0;100,0
1332;2020-04-13;La Rioja;1458,0;La Rioja, Spain;223,0;73,0;1141,0;3675,0;4,0;38,0;0,0;19,0;79,0
1333;2020-04-14;La Rioja;1519,0;La Rioja, Spain;234,0;74,0;1152,0;3749,0;11,0;61,0;1,0;11,0;74,0
1334;2020-04-15;La Rioja;1582,0;La Rioja, Spain;246,0;75,0;1182,0;3831,0;12,0;63,0;1,0;30,0;82,0
1335;2020-04-16;La Rioja;1654,0;La Rioja, Spain;257,0;75,0;1207,0;3916,0;11,0;72,0;0,0;25,0;85,0
1336;2020-04-17;La Rioja;1729,0;La Rioja, Spain;262,0;76,0;1226,0;4098,0;5,0;75,0;1,0;19,0;182,0
1337;2020-04-18;La Rioja;1777,0;La Rioja, Spain;272,0;78,0;1249,0;4250,0;10,0;48,0;2,0;23,0;152,0
1338;2020-04-19;La Rioja;1816,0;La Rioja, Spain;277,0;79,0;1268,0;4330,0;5,0;39,0;1,0;19,0;80,0
1339;2020-04-20;La Rioja;1833,0;La Rioja, Spain;285,0;79,0;1282,0;4371,0;8,0;17,0;0,0;14,0;41,0
1340;2020-04-21;La Rioja;1866,0;La Rioja, Spain;294,0;81,0;1297,0;4483,0;9,0;33,0;2,0;15,0;112,0
1341;2020-04-22;La Rioja;1899,0;La Rioja, Spain;298,0;81,0;1318,0;4586,0;4,0;33,0;0,0;21,0;103,0
1342;2020-04-23;La Rioja;1937,0;La Rioja, Spain;303,0;82,0;1331,0;4727,0;5,0;38,0;1,0;13,0;141,0
1343;2020-04-24;La Rioja;1964,0;La Rioja, Spain;307,0;82,0;1344,0;4865,0;4,0;27,0;0,0;13,0;138,0
1344;2020-04-25;La Rioja;1999,0;La Rioja, Spain;311,0;83,0;1360,0;4946,0;4,0;35,0;1,0;16,0;81,0
1345;2020-04-26;La Rioja;2037,0;La Rioja, Spain;315,0;84,0;1380,0;4998,0;4,0;38,0;1,0;20,0;52,0
1346;2020-04-27;La Rioja;2049,0;La Rioja, Spain;320,0;85,0;1392,0;5041,0;5,0;12,0;1,0;12,0;43,0
1347;2020-04-28;La Rioja;2064,0;La Rioja, Spain;326,0;87,0;1400,0;5097,0;6,0;15,0;2,0;8,0;56,0
1348;2020-04-29;La Rioja;2091,0;La Rioja, Spain;330,0;87,0;1413,0;5173,0;4,0;27,0;0,0;13,0;76,0
1349;2020-04-30;La Rioja;2159,0;La Rioja, Spain;332,0;88,0;1424,0;5206,0;2,0;68,0;1,0;11,0;33,0
1350;2020-05-01;La Rioja;2220,0;La Rioja, Spain;333,0;88,0;1433,0;5226,0;1,0;61,0;0,0;9,0;20,0
1351;2020-05-02;La Rioja;2279,0;La Rioja, Spain;334,0;88,0;1439,0;5239,0;1,0;59,0;0,0;6,0;13,0
1352;2020-05-03;La Rioja;2297,0;La Rioja, Spain;335,0;88,0;1446,0;5247,0;1,0;18,0;0,0;7,0;8,0
1353;2020-05-04;La Rioja;2312,0;La Rioja, Spain;335,0;88,0;1449,0;5258,0;0,0;15,0;0,0;3,0;11,0
1354;2020-05-05;La Rioja;2345,0;La Rioja, Spain;336,0;90,0;1452,0;5270,0;1,0;33,0;2,0;3,0;12,0
1355;2020-05-06;La Rioja;2396,0;La Rioja, Spain;337,0;91,0;1458,0;5322,0;1,0;51,0;1,0;6,0;52,0
1356;2020-05-07;La Rioja;2457,0;La Rioja, Spain;338,0;91,0;1463,0;5330,0;1,0;61,0;0,0;5,0;8,0
1357;2020-05-08;La Rioja;2526,0;La Rioja, Spain;342,0;91,0;1469,0;5355,0;4,0;69,0;0,0;6,0;25,0
1358;2020-05-09;La Rioja;2581,0;La Rioja, Spain;344,0;91,0;1473,0;5365,0;2,0;55,0;0,0;4,0;10,0
1359;2020-05-10;La Rioja;2648,0;La Rioja, Spain;346,0;91,0;1474,0;5378,0;2,0;67,0;0,0;1,0;13,0
1360;2020-05-11;La Rioja;2700,0;La Rioja, Spain;346,0;91,0;1475,0;5382,0;0,0;52,0;0,0;1,0;4,0
1361;2020-05-12;La Rioja;2749,0;La Rioja, Spain;347,0;91,0;1478,0;5392,0;1,0;49,0;0,0;3,0;10,0
1362;2020-05-13;La Rioja;2804,0;La Rioja, Spain;348,0;91,0;1481,0;5397,0;1,0;55,0;0,0;3,0;5,0
1363;2020-05-14;La Rioja;2867,0;La Rioja, Spain;348,0;91,0;1484,0;5405,0;0,0;63,0;0,0;3,0;8,0
1364;2020-05-15;La Rioja;2927,0;La Rioja, Spain;348,0;91,0;1488,0;5409,0;0,0;60,0;0,0;4,0;4,0
1365;2020-05-16;La Rioja;2990,0;La Rioja, Spain;348,0;91,0;1490,0;5413,0;0,0;63,0;0,0;2,0;4,0
1366;2020-05-17;La Rioja;3048,0;La Rioja, Spain;349,0;91,0;1496,0;5417,0;1,0;58,0;0,0;6,0;4,0
1367;2020-05-18;La Rioja;3107,0;La Rioja, Spain;351,0;91,0;1496,0;5417,0;2,0;59,0;0,0;0,0;0,0
1571;2020-05-19;La Rioja;3107,0;La Rioja, Spain;352,0;91,0;1498,0;5422,0;1,0;0,0;0,0;2,0;5,0
1572;2020-05-20;La Rioja;3107,0;La Rioja, Spain;353,0;91,0;1499,0;5428,0;1,0;0,0;0,0;1,0;6,0
1573;2020-05-21;La Rioja;3107,0;La Rioja, Spain;354,0;91,0;1504,0;5428,0;1,0;0,0;0,0;5,0;0,0
1574;2020-05-22;La Rioja;3107,0;La Rioja, Spain;356,0;91,0;1505,0;5428,0;2,0;0,0;0,0;1,0;0,0
1575;2020-05-23;La Rioja;3107,0;La Rioja, Spain;357,0;91,0;1505,0;5428,0;1,0;0,0;0,0;0,0;0,0
1576;2020-05-24;La Rioja;3107,0;La Rioja, Spain;358,0;91,0;1505,0;5428,0;1,0;0,0;0,0;0,0;0,0
1720;2020-02-21;Madrid;0,0;Madrid, Spain;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0
1721;2020-02-22;Madrid;0,0;Madrid, Spain;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0
1722;2020-02-23;Madrid;0,0;Madrid, Spain;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0
1723;2020-02-24;Madrid;0,0;Madrid, Spain;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0
1724;2020-02-25;Madrid;0,0;Madrid, Spain;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0
1725;2020-02-26;Madrid;0,0;Madrid, Spain;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;1,0
1726;2020-02-27;Madrid;0,0;Madrid, Spain;0,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;4,0
1727;2020-02-28;Madrid;0,0;Madrid, Spain;0,0;0,0;0,0;10,0;0,0;0,0;0,0;0,0;4,0
1728;2020-02-29;Madrid;0,0;Madrid, Spain;0,0;0,0;0,0;20,0;0,0;0,0;0,0;0,0;10,0
936;2020-03-01;Madrid;0,0;Madrid, Spain;0,0;0,0;0,0;27,0;0,0;0,0;0,0;0,0;7,0
1729;2020-03-02;Madrid;0,0;Madrid, Spain;0,0;0,0;0,0;53,0;0,0;0,0;0,0;0,0;26,0
1730;2020-03-03;Madrid;0,0;Madrid, Spain;0,0;0,0;0,0;96,0;0,0;0,0;0,0;0,0;43,0
1511;2020-03-04;Madrid;0,0;Madrid, Spain;0,0;0,0;0,0;142,0;0,0;0,0;0,0;0,0;46,0
1512;2020-03-05;Madrid;0,0;Madrid, Spain;1,0;0,0;0,0;199,0;1,0;0,0;0,0;0,0;57,0
1513;2020-03-06;Madrid;0,0;Madrid, Spain;2,0;0,0;0,0;311,0;1,0;0,0;0,0;0,0;112,0
1514;2020-03-07;Madrid;0,0;Madrid, Spain;4,0;0,0;0,0;515,0;2,0;0,0;0,0;0,0;204,0
1515;2020-03-08;Madrid;0,0;Madrid, Spain;8,0;0,0;0,0;738,0;4,0;0,0;0,0;0,0;223,0
937;2020-03-09;Madrid;0,0;Madrid, Spain;16,0;61,0;0,0;1003,0;8,0;0,0;61,0;0,0;265,0
938;2020-03-10;Madrid;109,0;Madrid, Spain;21,0;120,0;0,0;1508,0;5,0;109,0;59,0;0,0;505,0
939;2020-03-11;Madrid;157,0;Madrid, Spain;31,0;184,0;571,0;2213,0;10,0;48,0;64,0;571,0;705,0
940;2020-03-12;Madrid;157,0;Madrid, Spain;56,0;238,0;868,0;2943,0;25,0;0,0;54,0;297,0;730,0
941;2020-03-13;Madrid;157,0;Madrid, Spain;81,0;307,0;1290,0;3732,0;25,0;0,0;69,0;422,0;789,0
942;2020-03-14;Madrid;474,0;Madrid, Spain;86,0;370,0;1699,0;4672,0;5,0;317,0;63,0;409,0;940,0
943;2020-03-15;Madrid;474,0;Madrid, Spain;213,0;469,0;2207,0;5576,0;127,0;0,0;99,0;508,0;904,0
944;2020-03-16;Madrid;474,0;Madrid, Spain;213,0;566,0;2747,0;6392,0;0,0;0,0;97,0;540,0;816,0
945;2020-03-17;Madrid;770,0;Madrid, Spain;355,0;702,0;3314,0;7653,0;142,0;296,0;136,0;567,0;1261,0
946;2020-03-18;Madrid;770,0;Madrid, Spain;390,0;850,0;3934,0;9601,0;35,0;0,0;148,0;620,0;1948,0
947;2020-03-19;Madrid;941,0;Madrid, Spain;498,0;1011,0;4874,0;11356,0;108,0;171,0;161,0;940,0;1755,0
948;2020-03-20;Madrid;1186,0;Madrid, Spain;628,0;1196,0;6189,0;13399,0;130,0;245,0;185,0;1315,0;2043,0
949;2020-03-21;Madrid;1542,0;Madrid, Spain;804,0;1401,0;7535,0;15722,0;176,0;356,0;205,0;1346,0;2323,0
950;2020-03-22;Madrid;1899,0;Madrid, Spain;1021,0;1532,0;9063,0;17397,0;217,0;357,0;131,0;1528,0;1675,0
951;2020-03-23;Madrid;2063,0;Madrid, Spain;1263,0;1664,0;10771,0;18900,0;242,0;164,0;132,0;1708,0;1503,0
952;2020-03-24;Madrid;2291,0;Madrid, Spain;1535,0;1813,0;12053,0;21569,0;272,0;228,0;149,0;1282,0;2669,0
953;2020-03-25;Madrid;3031,0;Madrid, Spain;1825,0;1962,0;13297,0;24475,0;290,0;740,0;149,0;1244,0;2906,0
954;2020-03-26;Madrid;3882,0;Madrid, Spain;2090,0;2117,0;15024,0;27422,0;265,0;851,0;155,0;1727,0;2947,0
955;2020-03-27;Madrid;5044,0;Madrid, Spain;2412,0;2272,0;17093,0;30796,0;322,0;1162,0;155,0;2069,0;3374,0
956;2020-03-28;Madrid;6326,0;Madrid, Spain;2757,0;2369,0;19098,0;33162,0;345,0;1282,0;97,0;2005,0;2366,0
957;2020-03-29;Madrid;7491,0;Madrid, Spain;3082,0;2423,0;21311,0;34189,0;325,0;1165,0;54,0;2213,0;1027,0
958;2020-03-30;Madrid;8301,0;Madrid, Spain;3392,0;2464,0;23125,0;35061,0;310,0;810,0;41,0;1814,0;872,0
959;2020-03-31;Madrid;9330,0;Madrid, Spain;3603,0;2554,0;23913,0;37607,0;211,0;1029,0;90,0;788,0;2546,0
960;2020-04-01;Madrid;10827,0;Madrid, Spain;3865,0;2627,0;24553,0;39409,0;262,0;1497,0;73,0;640,0;1802,0
961;2020-04-02;Madrid;12400,0;Madrid, Spain;4175,0;2694,0;26112,0;41199,0;310,0;1573,0;67,0;1559,0;1790,0
962;2020-04-03;Madrid;13850,0;Madrid, Spain;4483,0;2764,0;27325,0;43038,0;308,0;1450,0;70,0;1213,0;1839,0
963;2020-04-04;Madrid;15362,0;Madrid, Spain;4723,0;2821,0;28420,0;44779,0;240,0;1512,0;57,0;1095,0;1741,0
964;2020-04-05;Madrid;16543,0;Madrid, Spain;4941,0;2854,0;29542,0;45671,0;218,0;1181,0;33,0;1122,0;892,0
965;2020-04-06;Madrid;17322,0;Madrid, Spain;5136,0;2879,0;30490,0;46197,0;195,0;779,0;25,0;948,0;526,0
966;2020-04-07;Madrid;18410,0;Madrid, Spain;5371,0;2958,0;31109,0;47763,0;235,0;1088,0;79,0;619,0;1566,0
967;2020-04-08;Madrid;19836,0;Madrid, Spain;5586,0;3002,0;31554,0;49160,0;215,0;1426,0;44,0;445,0;1397,0
968;2020-04-09;Madrid;21121,0;Madrid, Spain;5800,0;3038,0;32487,0;50580,0;214,0;1285,0;36,0;933,0;1420,0
969;2020-04-10;Madrid;22414,0;Madrid, Spain;5972,0;3061,0;33278,0;51535,0;172,0;1293,0;23,0;791,0;955,0
970;2020-04-11;Madrid;23663,0;Madrid, Spain;6084,0;3091,0;33986,0;52400,0;112,0;1249,0;30,0;708,0;865,0
971;2020-04-12;Madrid;24683,0;Madrid, Spain;6278,0;3105,0;34545,0;52944,0;194,0;1020,0;14,0;559,0;544,0
972;2020-04-13;Madrid;25385,0;Madrid, Spain;6423,0;3122,0;35053,0;53285,0;145,0;702,0;17,0;508,0;341,0
973;2020-04-14;Madrid;26247,0;Madrid, Spain;6568,0;3153,0;35400,0;54287,0;145,0;862,0;31,0;347,0;1002,0
974;2020-04-15;Madrid;27433,0;Madrid, Spain;6724,0;3180,0;35688,0;55398,0;156,0;1186,0;27,0;288,0;1111,0
975;2020-04-16;Madrid;28491,0;Madrid, Spain;6877,0;3203,0;36251,0;56304,0;153,0;1058,0;23,0;563,0;906,0
976;2020-04-17;Madrid;29436,0;Madrid, Spain;7007,0;3214,0;36851,0;57157,0;130,0;945,0;11,0;600,0;853,0
977;2020-04-18;Madrid;30475,0;Madrid, Spain;7132,0;3228,0;37248,0;57978,0;125,0;1039,0;14,0;397,0;821,0
978;2020-04-19;Madrid;31313,0;Madrid, Spain;7239,0;3238,0;37626,0;60941,0;107,0;838,0;10,0;378,0;2963,0
979;2020-04-20;Madrid;31762,0;Madrid, Spain;7351,0;3248,0;37970,0;61336,0;112,0;449,0;10,0;344,0;395,0
980;2020-04-21;Madrid;32277,0;Madrid, Spain;7460,0;3278,0;38161,0;61972,0;109,0;515,0;30,0;191,0;636,0
981;2020-04-22;Madrid;33032,0;Madrid, Spain;7577,0;3283,0;38328,0;62904,0;117,0;755,0;5,0;167,0;932,0
982;2020-04-23;Madrid;33645,0;Madrid, Spain;7684,0;3288,0;38620,0;64050,0;107,0;613,0;5,0;292,0;1146,0
983;2020-04-24;Madrid;34212,0;Madrid, Spain;7765,0;3305,0;38837,0;64634,0;81,0;567,0;17,0;217,0;584,0
984;2020-04-25;Madrid;34902,0;Madrid, Spain;7848,0;3307,0;39064,0;65310,0;83,0;690,0;2,0;227,0;676,0
985;2020-04-26;Madrid;35367,0;Madrid, Spain;7922,0;3308,0;39217,0;65546,0;74,0;465,0;1,0;153,0;236,0
986;2020-04-27;Madrid;35565,0;Madrid, Spain;7986,0;3309,0;39350,0;66007,0;64,0;198,0;1,0;133,0;461,0
987;2020-04-28;Madrid;35841,0;Madrid, Spain;8048,0;3338,0;39423,0;66784,0;62,0;276,0;29,0;73,0;777,0
988;2020-04-29;Madrid;36314,0;Madrid, Spain;8105,0;3355,0;39850,0;67460,0;57,0;473,0;17,0;427,0;676,0
989;2020-04-30;Madrid;36707,0;Madrid, Spain;8176,0;3377,0;40076,0;67942,0;71,0;393,0;22,0;226,0;482,0
990;2020-05-01;Madrid;37154,0;Madrid, Spain;8222,0;3392,0;40293,0;68356,0;46,0;447,0;15,0;217,0;414,0
991;2020-05-02;Madrid;37530,0;Madrid, Spain;8292,0;3404,0;40457,0;68537,0;70,0;376,0;12,0;164,0;181,0
992;2020-05-03;Madrid;37704,0;Madrid, Spain;8332,0;3421,0;40597,0;68654,0;40,0;174,0;17,0;140,0;117,0
993;2020-05-04;Madrid;37808,0;Madrid, Spain;8376,0;3431,0;40741,0;68766,0;44,0;104,0;10,0;144,0;112,0
994;2020-05-05;Madrid;38002,0;Madrid, Spain;8420,0;3442,0;40851,0;69178,0;44,0;194,0;11,0;110,0;412,0
995;2020-05-06;Madrid;38331,0;Madrid, Spain;8466,0;3465,0;41031,0;69509,0;46,0;329,0;23,0;180,0;331,0
996;2020-05-07;Madrid;38670,0;Madrid, Spain;8504,0;3485,0;41159,0;69885,0;38,0;339,0;20,0;128,0;376,0
997;2020-05-08;Madrid;38975,0;Madrid, Spain;8552,0;3493,0;41304,0;70125,0;48,0;305,0;8,0;145,0;240,0
998;2020-05-09;Madrid;39227,0;Madrid, Spain;8598,0;3508,0;41436,0;70407,0;46,0;252,0;15,0;132,0;282,0
999;2020-05-10;Madrid;39529,0;Madrid, Spain;8644,0;3520,0;41559,0;70516,0;46,0;302,0;12,0;123,0;109,0
1000;2020-05-11;Madrid;39604,0;Madrid, Spain;8683,0;3529,0;41650,0;70570,0;39,0;75,0;9,0;91,0;54,0
1001;2020-05-12;Madrid;39751,0;Madrid, Spain;8720,0;3543,0;41735,0;70764,0;37,0;147,0;14,0;85,0;194,0
1002;2020-05-13;Madrid;39984,0;Madrid, Spain;8760,0;3555,0;41856,0;71064,0;40,0;233,0;12,0;121,0;300,0
1003;2020-05-14;Madrid;40199,0;Madrid, Spain;8779,0;3564,0;41962,0;71273,0;19,0;215,0;9,0;106,0;209,0
1004;2020-05-15;Madrid;40383,0;Madrid, Spain;8809,0;3574,0;42057,0;71616,0;30,0;184,0;10,0;95,0;343,0
1005;2020-05-16;Madrid;40586,0;Madrid, Spain;8826,0;3577,0;42157,0;71932,0;17,0;203,0;3,0;100,0;316,0
1006;2020-05-17;Madrid;40698,0;Madrid, Spain;8847,0;3584,0;42227,0;71956,0;21,0;112,0;7,0;70,0;24,0
1007;2020-05-18;Madrid;40736,0;Madrid, Spain;8863,0;3594,0;42283,0;71995,0;16,0;38,0;10,0;56,0;39,0
1516;2020-05-19;Madrid;40736,0;Madrid, Spain;8894,0;3600,0;42350,0;72121,0;31,0;0,0;6,0;67,0;126,0
1517;2020-05-20;Madrid;40736,0;Madrid, Spain;8912,0;3610,0;42422,0;72260,0;18,0;0,0;10,0;72,0;139,0
1518;2020-05-21;Madrid;40736,0;Madrid, Spain;8931,0;3617,0;42497,0;72342,0;19,0;0,0;7,0;75,0;82,0
1519;2020-05-22;Madrid;40736,0;Madrid, Spain;8944,0;3627,0;42573,0;72342,0;13,0;0,0;10,0;76,0;0,0
1520;2020-05-23;Madrid;40736,0;Madrid, Spain;8956,0;3634,0;42632,0;72342,0;12,0;0,0;7,0;59,0;0,0
1521;2020-05-24;Madrid;40736,0;Madrid, Spain;8977,0;3635,0;42692,0;72342,0;21,0;0,0;1,0;60,0;0,0
1731;2020-02-21;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1732;2020-02-22;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1733;2020-02-23;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1734;2020-02-24;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1735;2020-02-25;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1736;2020-02-26;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1737;2020-02-27;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1738;2020-02-28;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1739;2020-02-29;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1008;2020-03-01;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1740;2020-03-02;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1741;2020-03-03;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1522;2020-03-04;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1523;2020-03-05;Melilla;0,0;Melilla, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
