,fecha,cod_ine,CCAA,total_casos,Province,Country,Full Location
666,2020-03-21,7,Castilla y León,1466,Castilla y Leon,Spain,"Castilla y Leon, Spain"
667,2020-03-22,7,Castilla y León,1744,Castilla y Leon,Spain,"Castilla y Leon, Spain"
668,2020-03-23,7,Castilla y León,2055,Castilla y Leon,Spain,"Castilla y Leon, Spain"
669,2020-03-24,7,Castilla y León,2460,Castilla y Leon,Spain,"Castilla y Leon, Spain"
670,2020-03-25,7,Castilla y León,2940,Castilla y Leon,Spain,"Castilla y Leon, Spain"
671,2020-03-26,7,Castilla y León,3488,Castilla y Leon,Spain,"Castilla y Leon, Spain"
672,2020-03-27,7,Castilla y León,4132,Castilla y Leon,Spain,"Castilla y Leon, Spain"
673,2020-03-28,7,Castilla y León,4791,Castilla y Leon,Spain,"Castilla y Leon, Spain"
674,2020-03-29,7,Castilla y León,5414,Castilla y Leon,Spain,"Castilla y Leon, Spain"
675,2020-03-30,7,Castilla y León,5801,Castilla y Leon,Spain,"Castilla y Leon, Spain"
676,2020-03-31,7,Castilla y León,6211,Castilla y Leon,Spain,"Castilla y Leon, Spain"
677,2020-04-01,7,Castilla y León,6847,Castilla y Leon,Spain,"Castilla y Leon, Spain"
678,2020-04-02,7,Castilla y León,7355,Castilla y Leon,Spain,"Castilla y Leon, Spain"
679,2020-04-03,7,Castilla y León,7875,Castilla y Leon,Spain,"Castilla y Leon, Spain"
680,2020-04-04,7,Castilla y León,8332,Castilla y Leon,Spain,"Castilla y Leon, Spain"
681,2020-04-05,7,Castilla y León,8749,Castilla y Leon,Spain,"Castilla y Leon, Spain"
682,2020-04-06,7,Castilla y León,9116,Castilla y Leon,Spain,"Castilla y Leon, Spain"
683,2020-04-07,7,Castilla y León,9581,Castilla y Leon,Spain,"Castilla y Leon, Spain"
684,2020-04-08,7,Castilla y León,10058,Castilla y Leon,Spain,"Castilla y Leon, Spain"
685,2020-04-09,7,Castilla y León,10518,Castilla y Leon,Spain,"Castilla y Leon, Spain"
686,2020-04-10,7,Castilla y León,11102,Castilla y Leon,Spain,"Castilla y Leon, Spain"
687,2020-04-11,7,Castilla y León,11543,Castilla y Leon,Spain,"Castilla y Leon, Spain"
688,2020-04-12,7,Castilla y León,12118,Castilla y Leon,Spain,"Castilla y Leon, Spain"
689,2020-04-13,7,Castilla y León,12628,Castilla y Leon,Spain,"Castilla y Leon, Spain"
690,2020-04-14,7,Castilla y León,13180,Castilla y Leon,Spain,"Castilla y Leon, Spain"
691,2020-04-15,7,Castilla y León,13697,Castilla y Leon,Spain,"Castilla y Leon, Spain"
692,2020-04-16,7,Castilla y León,14380,Castilla y Leon,Spain,"Castilla y Leon, Spain"
693,2020-04-17,7,Castilla y León,14903,Castilla y Leon,Spain,"Castilla y Leon, Spain"
694,2020-04-18,7,Castilla y León,15293,Castilla y Leon,Spain,"Castilla y Leon, Spain"
695,2020-04-19,7,Castilla y León,15621,Castilla y Leon,Spain,"Castilla y Leon, Spain"
696,2020-04-20,7,Castilla y León,15857,Castilla y Leon,Spain,"Castilla y Leon, Spain"
697,2020-04-21,7,Castilla y León,16259,Castilla y Leon,Spain,"Castilla y Leon, Spain"
698,2020-04-22,7,Castilla y León,16839,Castilla y Leon,Spain,"Castilla y Leon, Spain"
699,2020-04-23,7,Castilla y León,17402,Castilla y Leon,Spain,"Castilla y Leon, Spain"
700,2020-04-24,7,Castilla y León,17776,Castilla y Leon,Spain,"Castilla y Leon, Spain"
701,2020-04-25,7,Castilla y León,18259,Castilla y Leon,Spain,"Castilla y Leon, Spain"
702,2020-04-26,7,Castilla y León,18684,Castilla y Leon,Spain,"Castilla y Leon, Spain"
703,2020-04-27,7,Castilla y León,19028,Castilla y Leon,Spain,"Castilla y Leon, Spain"
704,2020-04-28,7,Castilla y León,19372,Castilla y Leon,Spain,"Castilla y Leon, Spain"
705,2020-04-29,7,Castilla y León,19851,Castilla y Leon,Spain,"Castilla y Leon, Spain"
706,2020-04-30,7,Castilla y León,20312,Castilla y Leon,Spain,"Castilla y Leon, Spain"
707,2020-05-01,7,Castilla y León,20739,Castilla y Leon,Spain,"Castilla y Leon, Spain"
708,2020-05-02,7,Castilla y León,20999,Castilla y Leon,Spain,"Castilla y Leon, Spain"
709,2020-05-03,7,Castilla y León,21229,Castilla y Leon,Spain,"Castilla y Leon, Spain"
710,2020-05-04,7,Castilla y León,21379,Castilla y Leon,Spain,"Castilla y Leon, Spain"
711,2020-05-05,7,Castilla y León,21719,Castilla y Leon,Spain,"Castilla y Leon, Spain"
712,2020-05-06,7,Castilla y León,22156,Castilla y Leon,Spain,"Castilla y Leon, Spain"
713,2020-05-07,7,Castilla y León,22537,Castilla y Leon,Spain,"Castilla y Leon, Spain"
714,2020-05-08,7,Castilla y León,22926,Castilla y Leon,Spain,"Castilla y Leon, Spain"
715,2020-05-09,7,Castilla y León,23452,Castilla y Leon,Spain,"Castilla y Leon, Spain"
716,2020-05-10,7,Castilla y León,23821,Castilla y Leon,Spain,"Castilla y Leon, Spain"
717,2020-05-11,7,Castilla y León,23991,Castilla y Leon,Spain,"Castilla y Leon, Spain"
718,2020-05-12,7,Castilla y León,24170,Castilla y Leon,Spain,"Castilla y Leon, Spain"
719,2020-05-13,7,Castilla y León,24262,Castilla y Leon,Spain,"Castilla y Leon, Spain"
720,2020-05-14,7,Castilla y León,24379,Castilla y Leon,Spain,"Castilla y Leon, Spain"
721,2020-05-15,7,Castilla y León,24498,Castilla y Leon,Spain,"Castilla y Leon, Spain"
722,2020-05-16,7,Castilla y León,24595,Castilla y Leon,Spain,"Castilla y Leon, Spain"
723,2020-05-17,7,Castilla y León,24696,Castilla y Leon,Spain,"Castilla y Leon, Spain"
724,2020-05-18,7,Castilla y León,24746,Castilla y Leon,Spain,"Castilla y Leon, Spain"
725,2020-05-19,7,Castilla y León,24834,Castilla y Leon,Spain,"Castilla y Leon, Spain"
726,2020-05-20,7,Castilla y León,24876,Castilla y Leon,Spain,"Castilla y Leon, Spain"
727,2020-05-21,7,Castilla y León,24918,Castilla y Leon,Spain,"Castilla y Leon, Spain"
728,2020-02-21,9,Cataluña,0,Cataluña,Spain,"Cataluña, Spain"
729,2020-02-22,9,Cataluña,0,Cataluña,Spain,"Cataluña, Spain"
730,2020-02-23,9,Cataluña,0,Cataluña,Spain,"Cataluña, Spain"
731,2020-02-24,9,Cataluña,0,Cataluña,Spain,"Cataluña, Spain"
732,2020-02-25,9,Cataluña,0,Cataluña,Spain,"Cataluña, Spain"
733,2020-02-26,9,Cataluña,1,Cataluña,Spain,"Cataluña, Spain"
734,2020-02-27,9,Cataluña,2,Cataluña,Spain,"Cataluña, Spain"
735,2020-02-28,9,Cataluña,3,Cataluña,Spain,"Cataluña, Spain"
736,2020-02-29,9,Cataluña,5,Cataluña,Spain,"Cataluña, Spain"
737,2020-03-01,9,Cataluña,6,Cataluña,Spain,"Cataluña, Spain"
738,2020-03-02,9,Cataluña,15,Cataluña,Spain,"Cataluña, Spain"
739,2020-03-03,9,Cataluña,15,Cataluña,Spain,"Cataluña, Spain"
740,2020-03-04,9,Cataluña,15,Cataluña,Spain,"Cataluña, Spain"
741,2020-03-05,9,Cataluña,24,Cataluña,Spain,"Cataluña, Spain"
742,2020-03-06,9,Cataluña,24,Cataluña,Spain,"Cataluña, Spain"
743,2020-03-07,9,Cataluña,24,Cataluña,Spain,"Cataluña, Spain"
744,2020-03-08,9,Cataluña,49,Cataluña,Spain,"Cataluña, Spain"
745,2020-03-09,9,Cataluña,59,Cataluña,Spain,"Cataluña, Spain"
746,2020-03-10,9,Cataluña,82,Cataluña,Spain,"Cataluña, Spain"
747,2020-03-11,9,Cataluña,123,Cataluña,Spain,"Cataluña, Spain"
748,2020-03-12,9,Cataluña,202,Cataluña,Spain,"Cataluña, Spain"
749,2020-03-13,9,Cataluña,349,Cataluña,Spain,"Cataluña, Spain"
750,2020-03-14,9,Cataluña,558,Cataluña,Spain,"Cataluña, Spain"
751,2020-03-15,9,Cataluña,742,Cataluña,Spain,"Cataluña, Spain"
752,2020-03-16,9,Cataluña,1017,Cataluña,Spain,"Cataluña, Spain"
753,2020-03-17,9,Cataluña,1414,Cataluña,Spain,"Cataluña, Spain"
754,2020-03-18,9,Cataluña,1866,Cataluña,Spain,"Cataluña, Spain"
755,2020-03-19,9,Cataluña,2702,Cataluña,Spain,"Cataluña, Spain"
756,2020-03-20,9,Cataluña,3270,Cataluña,Spain,"Cataluña, Spain"
757,2020-03-21,9,Cataluña,4203,Cataluña,Spain,"Cataluña, Spain"
758,2020-03-22,9,Cataluña,5046,Cataluña,Spain,"Cataluña, Spain"
759,2020-03-23,9,Cataluña,5747,Cataluña,Spain,"Cataluña, Spain"
760,2020-03-24,9,Cataluña,7864,Cataluña,Spain,"Cataluña, Spain"
761,2020-03-25,9,Cataluña,9937,Cataluña,Spain,"Cataluña, Spain"
762,2020-03-26,9,Cataluña,11592,Cataluña,Spain,"Cataluña, Spain"
763,2020-03-27,9,Cataluña,12940,Cataluña,Spain,"Cataluña, Spain"
764,2020-03-28,9,Cataluña,14263,Cataluña,Spain,"Cataluña, Spain"
765,2020-03-29,9,Cataluña,15025,Cataluña,Spain,"Cataluña, Spain"
766,2020-03-30,9,Cataluña,16104,Cataluña,Spain,"Cataluña, Spain"
767,2020-03-31,9,Cataluña,18520,Cataluña,Spain,"Cataluña, Spain"
768,2020-04-01,9,Cataluña,19991,Cataluña,Spain,"Cataluña, Spain"
769,2020-04-02,9,Cataluña,21804,Cataluña,Spain,"Cataluña, Spain"
770,2020-04-03,9,Cataluña,23460,Cataluña,Spain,"Cataluña, Spain"
771,2020-04-04,9,Cataluña,24734,Cataluña,Spain,"Cataluña, Spain"
772,2020-04-05,9,Cataluña,26032,Cataluña,Spain,"Cataluña, Spain"
773,2020-04-06,9,Cataluña,26824,Cataluña,Spain,"Cataluña, Spain"
774,2020-04-07,9,Cataluña,28323,Cataluña,Spain,"Cataluña, Spain"
775,2020-04-08,9,Cataluña,29647,Cataluña,Spain,"Cataluña, Spain"
776,2020-04-09,9,Cataluña,31043,Cataluña,Spain,"Cataluña, Spain"
777,2020-04-10,9,Cataluña,31824,Cataluña,Spain,"Cataluña, Spain"
778,2020-04-11,9,Cataluña,32984,Cataluña,Spain,"Cataluña, Spain"
779,2020-04-12,9,Cataluña,34027,Cataluña,Spain,"Cataluña, Spain"
780,2020-04-13,9,Cataluña,34726,Cataluña,Spain,"Cataluña, Spain"
781,2020-04-14,9,Cataluña,35197,Cataluña,Spain,"Cataluña, Spain"
782,2020-04-15,9,Cataluña,36505,Cataluña,Spain,"Cataluña, Spain"
783,2020-04-16,9,Cataluña,37354,Cataluña,Spain,"Cataluña, Spain"
784,2020-04-17,9,Cataluña,38316,Cataluña,Spain,"Cataluña, Spain"
785,2020-04-18,9,Cataluña,40095,Cataluña,Spain,"Cataluña, Spain"
786,2020-04-19,9,Cataluña,40600,Cataluña,Spain,"Cataluña, Spain"
787,2020-04-20,9,Cataluña,42703,Cataluña,Spain,"Cataluña, Spain"
788,2020-04-21,9,Cataluña,44139,Cataluña,Spain,"Cataluña, Spain"
789,2020-04-22,9,Cataluña,44829,Cataluña,Spain,"Cataluña, Spain"
790,2020-04-23,9,Cataluña,45919,Cataluña,Spain,"Cataluña, Spain"
791,2020-04-24,9,Cataluña,46571,Cataluña,Spain,"Cataluña, Spain"
792,2020-04-25,9,Cataluña,47288,Cataluña,Spain,"Cataluña, Spain"
793,2020-04-26,9,Cataluña,47838,Cataluña,Spain,"Cataluña, Spain"
794,2020-04-27,9,Cataluña,48782,Cataluña,Spain,"Cataluña, Spain"
795,2020-04-28,9,Cataluña,49185,Cataluña,Spain,"Cataluña, Spain"
796,2020-04-29,9,Cataluña,49681,Cataluña,Spain,"Cataluña, Spain"
797,2020-04-30,9,Cataluña,49943,Cataluña,Spain,"Cataluña, Spain"
798,2020-05-01,9,Cataluña,50334,Cataluña,Spain,"Cataluña, Spain"
799,2020-05-02,9,Cataluña,50877,Cataluña,Spain,"Cataluña, Spain"
800,2020-05-03,9,Cataluña,51261,Cataluña,Spain,"Cataluña, Spain"
801,2020-05-04,9,Cataluña,51393,Cataluña,Spain,"Cataluña, Spain"
802,2020-05-05,9,Cataluña,51798,Cataluña,Spain,"Cataluña, Spain"
803,2020-05-06,9,Cataluña,52090,Cataluña,Spain,"Cataluña, Spain"
804,2020-05-07,9,Cataluña,52505,Cataluña,Spain,"Cataluña, Spain"
805,2020-05-08,9,Cataluña,53209,Cataluña,Spain,"Cataluña, Spain"
806,2020-05-09,9,Cataluña,53578,Cataluña,Spain,"Cataluña, Spain"
807,2020-05-10,9,Cataluña,53805,Cataluña,Spain,"Cataluña, Spain"
808,2020-05-11,9,Cataluña,56450,Cataluña,Spain,"Cataluña, Spain"
809,2020-05-12,9,Cataluña,56787,Cataluña,Spain,"Cataluña, Spain"
810,2020-05-13,9,Cataluña,56930,Cataluña,Spain,"Cataluña, Spain"
811,2020-05-14,9,Cataluña,56956,Cataluña,Spain,"Cataluña, Spain"
812,2020-05-15,9,Cataluña,57205,Cataluña,Spain,"Cataluña, Spain"
813,2020-05-16,9,Cataluña,57328,Cataluña,Spain,"Cataluña, Spain"
814,2020-05-17,9,Cataluña,57467,Cataluña,Spain,"Cataluña, Spain"
815,2020-05-18,9,Cataluña,57564,Cataluña,Spain,"Cataluña, Spain"
816,2020-05-19,9,Cataluña,57468,Cataluña,Spain,"Cataluña, Spain"
817,2020-05-20,9,Cataluña,57531,Cataluña,Spain,"Cataluña, Spain"
818,2020-05-21,9,Cataluña,57531,Cataluña,Spain,"Cataluña, Spain"
819,2020-02-21,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
820,2020-02-22,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
821,2020-02-23,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
822,2020-02-24,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
823,2020-02-25,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
824,2020-02-26,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
825,2020-02-27,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
826,2020-02-28,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
827,2020-02-29,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
828,2020-03-01,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
829,2020-03-02,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
830,2020-03-03,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
831,2020-03-04,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
832,2020-03-05,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
833,2020-03-06,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
834,2020-03-07,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
835,2020-03-08,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
836,2020-03-09,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
837,2020-03-10,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
838,2020-03-11,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
839,2020-03-12,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
840,2020-03-13,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
841,2020-03-14,18,Ceuta,0,Ceuta,Spain,"Ceuta, Spain"
842,2020-03-15,18,Ceuta,1,Ceuta,Spain,"Ceuta, Spain"
843,2020-03-16,18,Ceuta,1,Ceuta,Spain,"Ceuta, Spain"
844,2020-03-17,18,Ceuta,1,Ceuta,Spain,"Ceuta, Spain"
845,2020-03-18,18,Ceuta,1,Ceuta,Spain,"Ceuta, Spain"
846,2020-03-19,18,Ceuta,1,Ceuta,Spain,"Ceuta, Spain"
847,2020-03-20,18,Ceuta,5,Ceuta,Spain,"Ceuta, Spain"
848,2020-03-21,18,Ceuta,5,Ceuta,Spain,"Ceuta, Spain"
849,2020-03-22,18,Ceuta,5,Ceuta,Spain,"Ceuta, Spain"
850,2020-03-23,18,Ceuta,6,Ceuta,Spain,"Ceuta, Spain"
851,2020-03-24,18,Ceuta,6,Ceuta,Spain,"Ceuta, Spain"
852,2020-03-25,18,Ceuta,9,Ceuta,Spain,"Ceuta, Spain"
853,2020-03-26,18,Ceuta,10,Ceuta,Spain,"Ceuta, Spain"
854,2020-03-27,18,Ceuta,17,Ceuta,Spain,"Ceuta, Spain"
855,2020-03-28,18,Ceuta,17,Ceuta,Spain,"Ceuta, Spain"
856,2020-03-29,18,Ceuta,21,Ceuta,Spain,"Ceuta, Spain"
857,2020-03-30,18,Ceuta,25,Ceuta,Spain,"Ceuta, Spain"
858,2020-03-31,18,Ceuta,34,Ceuta,Spain,"Ceuta, Spain"
859,2020-04-01,18,Ceuta,51,Ceuta,Spain,"Ceuta, Spain"
860,2020-04-02,18,Ceuta,55,Ceuta,Spain,"Ceuta, Spain"
861,2020-04-03,18,Ceuta,62,Ceuta,Spain,"Ceuta, Spain"
862,2020-04-04,18,Ceuta,73,Ceuta,Spain,"Ceuta, Spain"
863,2020-04-05,18,Ceuta,83,Ceuta,Spain,"Ceuta, Spain"
864,2020-04-06,18,Ceuta,83,Ceuta,Spain,"Ceuta, Spain"
865,2020-04-07,18,Ceuta,83,Ceuta,Spain,"Ceuta, Spain"
866,2020-04-08,18,Ceuta,84,Ceuta,Spain,"Ceuta, Spain"
867,2020-04-09,18,Ceuta,84,Ceuta,Spain,"Ceuta, Spain"
868,2020-04-10,18,Ceuta,91,Ceuta,Spain,"Ceuta, Spain"
869,2020-04-11,18,Ceuta,93,Ceuta,Spain,"Ceuta, Spain"
870,2020-04-12,18,Ceuta,93,Ceuta,Spain,"Ceuta, Spain"
871,2020-04-13,18,Ceuta,95,Ceuta,Spain,"Ceuta, Spain"
872,2020-04-14,18,Ceuta,96,Ceuta,Spain,"Ceuta, Spain"
873,2020-04-15,18,Ceuta,98,Ceuta,Spain,"Ceuta, Spain"
874,2020-04-16,18,Ceuta,100,Ceuta,Spain,"Ceuta, Spain"
875,2020-04-17,18,Ceuta,101,Ceuta,Spain,"Ceuta, Spain"
876,2020-04-18,18,Ceuta,111,Ceuta,Spain,"Ceuta, Spain"
877,2020-04-19,18,Ceuta,112,Ceuta,Spain,"Ceuta, Spain"
878,2020-04-20,18,Ceuta,114,Ceuta,Spain,"Ceuta, Spain"
879,2020-04-21,18,Ceuta,114,Ceuta,Spain,"Ceuta, Spain"
880,2020-04-22,18,Ceuta,124,Ceuta,Spain,"Ceuta, Spain"
881,2020-04-23,18,Ceuta,124,Ceuta,Spain,"Ceuta, Spain"
882,2020-04-24,18,Ceuta,125,Ceuta,Spain,"Ceuta, Spain"
883,2020-04-25,18,Ceuta,125,Ceuta,Spain,"Ceuta, Spain"
884,2020-04-26,18,Ceuta,131,Ceuta,Spain,"Ceuta, Spain"
885,2020-04-27,18,Ceuta,131,Ceuta,Spain,"Ceuta, Spain"
886,2020-04-28,18,Ceuta,134,Ceuta,Spain,"Ceuta, Spain"
887,2020-04-29,18,Ceuta,139,Ceuta,Spain,"Ceuta, Spain"
888,2020-04-30,18,Ceuta,146,Ceuta,Spain,"Ceuta, Spain"
889,2020-05-01,18,Ceuta,151,Ceuta,Spain,"Ceuta, Spain"
890,2020-05-02,18,Ceuta,152,Ceuta,Spain,"Ceuta, Spain"
891,2020-05-03,18,Ceuta,152,Ceuta,Spain,"Ceuta, Spain"
892,2020-05-04,18,Ceuta,152,Ceuta,Spain,"Ceuta, Spain"
893,2020-05-05,18,Ceuta,155,Ceuta,Spain,"Ceuta, Spain"
894,2020-05-06,18,Ceuta,164,Ceuta,Spain,"Ceuta, Spain"
895,2020-05-07,18,Ceuta,165,Ceuta,Spain,"Ceuta, Spain"
896,2020-05-08,18,Ceuta,168,Ceuta,Spain,"Ceuta, Spain"
897,2020-05-09,18,Ceuta,169,Ceuta,Spain,"Ceuta, Spain"
898,2020-05-10,18,Ceuta,169,Ceuta,Spain,"Ceuta, Spain"
899,2020-05-11,18,Ceuta,169,Ceuta,Spain,"Ceuta, Spain"
900,2020-05-12,18,Ceuta,173,Ceuta,Spain,"Ceuta, Spain"
901,2020-05-13,18,Ceuta,173,Ceuta,Spain,"Ceuta, Spain"
902,2020-05-14,18,Ceuta,175,Ceuta,Spain,"Ceuta, Spain"
903,2020-05-15,18,Ceuta,175,Ceuta,Spain,"Ceuta, Spain"
904,2020-05-16,18,Ceuta,175,Ceuta,Spain,"Ceuta, Spain"
905,2020-05-17,18,Ceuta,175,Ceuta,Spain,"Ceuta, Spain"
906,2020-05-18,18,Ceuta,175,Ceuta,Spain,"Ceuta, Spain"
907,2020-05-19,18,Ceuta,176,Ceuta,Spain,"Ceuta, Spain"
908,2020-05-20,18,Ceuta,178,Ceuta,Spain,"Ceuta, Spain"
909,2020-05-21,18,Ceuta,178,Ceuta,Spain,"Ceuta, Spain"
910,2020-02-21,10,C. Valenciana,0,Valencia,Spain,"Valencia, Spain"
911,2020-02-22,10,C. Valenciana,0,Valencia,Spain,"Valencia, Spain"
912,2020-02-23,10,C. Valenciana,0,Valencia,Spain,"Valencia, Spain"
913,2020-02-24,10,C. Valenciana,0,Valencia,Spain,"Valencia, Spain"
914,2020-02-25,10,C. Valenciana,0,Valencia,Spain,"Valencia, Spain"
915,2020-02-26,10,C. Valenciana,1,Valencia,Spain,"Valencia, Spain"
916,2020-02-27,10,C. Valenciana,2,Valencia,Spain,"Valencia, Spain"
917,2020-02-28,10,C. Valenciana,8,Valencia,Spain,"Valencia, Spain"
918,2020-02-29,10,C. Valenciana,10,Valencia,Spain,"Valencia, Spain"
919,2020-03-01,10,C. Valenciana,15,Valencia,Spain,"Valencia, Spain"
920,2020-03-02,10,C. Valenciana,15,Valencia,Spain,"Valencia, Spain"
921,2020-03-03,10,C. Valenciana,15,Valencia,Spain,"Valencia, Spain"
922,2020-03-04,10,C. Valenciana,19,Valencia,Spain,"Valencia, Spain"
923,2020-03-05,10,C. Valenciana,19,Valencia,Spain,"Valencia, Spain"
924,2020-03-06,10,C. Valenciana,30,Valencia,Spain,"Valencia, Spain"
925,2020-03-07,10,C. Valenciana,30,Valencia,Spain,"Valencia, Spain"
926,2020-03-08,10,C. Valenciana,37,Valencia,Spain,"Valencia, Spain"
927,2020-03-09,10,C. Valenciana,37,Valencia,Spain,"Valencia, Spain"
928,2020-03-10,10,C. Valenciana,50,Valencia,Spain,"Valencia, Spain"
929,2020-03-11,10,C. Valenciana,65,Valencia,Spain,"Valencia, Spain"
930,2020-03-12,10,C. Valenciana,76,Valencia,Spain,"Valencia, Spain"
931,2020-03-13,10,C. Valenciana,94,Valencia,Spain,"Valencia, Spain"
932,2020-03-14,10,C. Valenciana,130,Valencia,Spain,"Valencia, Spain"
933,2020-03-15,10,C. Valenciana,409,Valencia,Spain,"Valencia, Spain"
934,2020-03-16,10,C. Valenciana,409,Valencia,Spain,"Valencia, Spain"
935,2020-03-17,10,C. Valenciana,541,Valencia,Spain,"Valencia, Spain"
936,2020-03-18,10,C. Valenciana,726,Valencia,Spain,"Valencia, Spain"
937,2020-03-19,10,C. Valenciana,921,Valencia,Spain,"Valencia, Spain"
938,2020-03-20,10,C. Valenciana,1105,Valencia,Spain,"Valencia, Spain"
939,2020-03-21,10,C. Valenciana,1363,Valencia,Spain,"Valencia, Spain"
940,2020-03-22,10,C. Valenciana,1604,Valencia,Spain,"Valencia, Spain"
941,2020-03-23,10,C. Valenciana,1901,Valencia,Spain,"Valencia, Spain"
942,2020-03-24,10,C. Valenciana,2167,Valencia,Spain,"Valencia, Spain"
943,2020-03-25,10,C. Valenciana,2616,Valencia,Spain,"Valencia, Spain"
944,2020-03-26,10,C. Valenciana,3200,Valencia,Spain,"Valencia, Spain"
945,2020-03-27,10,C. Valenciana,3532,Valencia,Spain,"Valencia, Spain"
946,2020-03-28,10,C. Valenciana,4034,Valencia,Spain,"Valencia, Spain"
947,2020-03-29,10,C. Valenciana,4784,Valencia,Spain,"Valencia, Spain"
948,2020-03-30,10,C. Valenciana,5110,Valencia,Spain,"Valencia, Spain"
949,2020-03-31,10,C. Valenciana,5508,Valencia,Spain,"Valencia, Spain"
950,2020-04-01,10,C. Valenciana,5922,Valencia,Spain,"Valencia, Spain"
951,2020-04-02,10,C. Valenciana,6308,Valencia,Spain,"Valencia, Spain"
952,2020-04-03,10,C. Valenciana,6624,Valencia,Spain,"Valencia, Spain"
953,2020-04-04,10,C. Valenciana,6901,Valencia,Spain,"Valencia, Spain"
954,2020-04-05,10,C. Valenciana,7184,Valencia,Spain,"Valencia, Spain"
955,2020-04-06,10,C. Valenciana,7334,Valencia,Spain,"Valencia, Spain"
956,2020-04-07,10,C. Valenciana,7443,Valencia,Spain,"Valencia, Spain"
957,2020-04-08,10,C. Valenciana,7655,Valencia,Spain,"Valencia, Spain"
958,2020-04-09,10,C. Valenciana,7964,Valencia,Spain,"Valencia, Spain"
959,2020-04-10,10,C. Valenciana,8331,Valencia,Spain,"Valencia, Spain"
960,2020-04-11,10,C. Valenciana,8578,Valencia,Spain,"Valencia, Spain"
961,2020-04-12,10,C. Valenciana,8841,Valencia,Spain,"Valencia, Spain"
962,2020-04-13,10,C. Valenciana,9060,Valencia,Spain,"Valencia, Spain"
963,2020-04-14,10,C. Valenciana,9213,Valencia,Spain,"Valencia, Spain"
964,2020-04-15,10,C. Valenciana,9424,Valencia,Spain,"Valencia, Spain"
965,2020-04-16,10,C. Valenciana,9615,Valencia,Spain,"Valencia, Spain"
966,2020-04-17,10,C. Valenciana,9783,Valencia,Spain,"Valencia, Spain"
967,2020-04-18,10,C. Valenciana,10117,Valencia,Spain,"Valencia, Spain"
968,2020-04-19,10,C. Valenciana,10250,Valencia,Spain,"Valencia, Spain"
969,2020-04-20,10,C. Valenciana,10339,Valencia,Spain,"Valencia, Spain"
970,2020-04-21,10,C. Valenciana,10399,Valencia,Spain,"Valencia, Spain"
971,2020-04-22,10,C. Valenciana,10571,Valencia,Spain,"Valencia, Spain"
972,2020-04-23,10,C. Valenciana,10735,Valencia,Spain,"Valencia, Spain"
973,2020-04-24,10,C. Valenciana,10906,Valencia,Spain,"Valencia, Spain"
974,2020-04-25,10,C. Valenciana,11123,Valencia,Spain,"Valencia, Spain"
975,2020-04-26,10,C. Valenciana,11372,Valencia,Spain,"Valencia, Spain"
976,2020-04-27,10,C. Valenciana,11412,Valencia,Spain,"Valencia, Spain"
977,2020-04-28,10,C. Valenciana,11658,Valencia,Spain,"Valencia, Spain"
978,2020-04-29,10,C. Valenciana,11816,Valencia,Spain,"Valencia, Spain"
979,2020-04-30,10,C. Valenciana,12058,Valencia,Spain,"Valencia, Spain"
980,2020-05-01,10,C. Valenciana,12209,Valencia,Spain,"Valencia, Spain"
981,2020-05-02,10,C. Valenciana,12655,Valencia,Spain,"Valencia, Spain"
982,2020-05-03,10,C. Valenciana,12813,Valencia,Spain,"Valencia, Spain"
983,2020-05-04,10,C. Valenciana,12958,Valencia,Spain,"Valencia, Spain"
984,2020-05-05,10,C. Valenciana,13000,Valencia,Spain,"Valencia, Spain"
985,2020-05-06,10,C. Valenciana,13186,Valencia,Spain,"Valencia, Spain"
986,2020-05-07,10,C. Valenciana,13413,Valencia,Spain,"Valencia, Spain"
987,2020-05-08,10,C. Valenciana,13613,Valencia,Spain,"Valencia, Spain"
988,2020-05-09,10,C. Valenciana,13775,Valencia,Spain,"Valencia, Spain"
989,2020-05-10,10,C. Valenciana,13897,Valencia,Spain,"Valencia, Spain"
990,2020-05-11,10,C. Valenciana,13928,Valencia,Spain,"Valencia, Spain"
