,fecha,cod_ine,CCAA,total_casos,Province,Country,Full Location
0,2020-02-21,1,Andalucía,0,Andalucia,Spain,"Andalucia, Spain"
1,2020-02-22,1,Andalucía,0,Andalucia,Spain,"Andalucia, Spain"
2,2020-02-23,1,Andalucía,0,Andalucia,Spain,"Andalucia, Spain"
3,2020-02-24,1,Andalucía,0,Andalucia,Spain,"Andalucia, Spain"
4,2020-02-25,1,Andalucía,0,Andalucia,Spain,"Andalucia, Spain"
5,2020-02-26,1,Andalucía,0,Andalucia,Spain,"Andalucia, Spain"
6,2020-02-27,1,Andalucía,1,Andalucia,Spain,"Andalucia, Spain"
7,2020-02-28,1,Andalucía,6,Andalucia,Spain,"Andalucia, Spain"
8,2020-02-29,1,Andalucía,8,Andalucia,Spain,"Andalucia, Spain"
9,2020-03-01,1,Andalucía,12,Andalucia,Spain,"Andalucia, Spain"
10,2020-03-02,1,Andalucía,12,Andalucia,Spain,"Andalucia, Spain"
11,2020-03-03,1,Andalucía,12,Andalucia,Spain,"Andalucia, Spain"
12,2020-03-04,1,Andalucía,12,Andalucia,Spain,"Andalucia, Spain"
13,2020-03-05,1,Andalucía,12,Andalucia,Spain,"Andalucia, Spain"
14,2020-03-06,1,Andalucía,21,Andalucia,Spain,"Andalucia, Spain"
15,2020-03-07,1,Andalucía,27,Andalucia,Spain,"Andalucia, Spain"
16,2020-03-08,1,Andalucía,34,Andalucia,Spain,"Andalucia, Spain"
17,2020-03-09,1,Andalucía,54,Andalucia,Spain,"Andalucia, Spain"
18,2020-03-10,1,Andalucía,71,Andalucia,Spain,"Andalucia, Spain"
19,2020-03-11,1,Andalucía,90,Andalucia,Spain,"Andalucia, Spain"
20,2020-03-12,1,Andalucía,115,Andalucia,Spain,"Andalucia, Spain"
21,2020-03-13,1,Andalucía,219,Andalucia,Spain,"Andalucia, Spain"
22,2020-03-14,1,Andalucía,269,Andalucia,Spain,"Andalucia, Spain"
23,2020-03-15,1,Andalucía,437,Andalucia,Spain,"Andalucia, Spain"
24,2020-03-16,1,Andalucía,554,Andalucia,Spain,"Andalucia, Spain"
25,2020-03-17,1,Andalucía,683,Andalucia,Spain,"Andalucia, Spain"
26,2020-03-18,1,Andalucía,859,Andalucia,Spain,"Andalucia, Spain"
27,2020-03-19,1,Andalucía,1008,Andalucia,Spain,"Andalucia, Spain"
28,2020-03-20,1,Andalucía,1287,Andalucia,Spain,"Andalucia, Spain"
29,2020-03-21,1,Andalucía,1515,Andalucia,Spain,"Andalucia, Spain"
30,2020-03-22,1,Andalucía,1725,Andalucia,Spain,"Andalucia, Spain"
31,2020-03-23,1,Andalucía,1961,Andalucia,Spain,"Andalucia, Spain"
32,2020-03-24,1,Andalucía,2470,Andalucia,Spain,"Andalucia, Spain"
33,2020-03-25,1,Andalucía,3008,Andalucia,Spain,"Andalucia, Spain"
34,2020-03-26,1,Andalucía,3404,Andalucia,Spain,"Andalucia, Spain"
35,2020-03-27,1,Andalucía,3790,Andalucia,Spain,"Andalucia, Spain"
36,2020-03-28,1,Andalucía,4271,Andalucia,Spain,"Andalucia, Spain"
37,2020-03-29,1,Andalucía,4676,Andalucia,Spain,"Andalucia, Spain"
38,2020-03-30,1,Andalucía,5398,Andalucia,Spain,"Andalucia, Spain"
39,2020-03-31,1,Andalucía,5809,Andalucia,Spain,"Andalucia, Spain"
40,2020-04-01,1,Andalucía,6379,Andalucia,Spain,"Andalucia, Spain"
41,2020-04-02,1,Andalucía,6957,Andalucia,Spain,"Andalucia, Spain"
42,2020-04-03,1,Andalucía,7353,Andalucia,Spain,"Andalucia, Spain"
43,2020-04-04,1,Andalucía,7847,Andalucia,Spain,"Andalucia, Spain"
44,2020-04-05,1,Andalucía,8279,Andalucia,Spain,"Andalucia, Spain"
45,2020-04-06,1,Andalucía,8559,Andalucia,Spain,"Andalucia, Spain"
46,2020-04-07,1,Andalucía,8743,Andalucia,Spain,"Andalucia, Spain"
47,2020-04-08,1,Andalucía,8973,Andalucia,Spain,"Andalucia, Spain"
48,2020-04-09,1,Andalucía,9234,Andalucia,Spain,"Andalucia, Spain"
49,2020-04-10,1,Andalucía,9482,Andalucia,Spain,"Andalucia, Spain"
50,2020-04-11,1,Andalucía,9682,Andalucia,Spain,"Andalucia, Spain"
51,2020-04-12,1,Andalucía,9976,Andalucia,Spain,"Andalucia, Spain"
52,2020-04-13,1,Andalucía,10062,Andalucia,Spain,"Andalucia, Spain"
53,2020-04-14,1,Andalucía,10283,Andalucia,Spain,"Andalucia, Spain"
54,2020-04-15,1,Andalucía,10561,Andalucia,Spain,"Andalucia, Spain"
55,2020-04-16,1,Andalucía,10773,Andalucia,Spain,"Andalucia, Spain"
56,2020-04-17,1,Andalucía,11018,Andalucia,Spain,"Andalucia, Spain"
57,2020-04-18,1,Andalucía,11168,Andalucia,Spain,"Andalucia, Spain"
58,2020-04-19,1,Andalucía,11389,Andalucia,Spain,"Andalucia, Spain"
59,2020-04-20,1,Andalucía,11518,Andalucia,Spain,"Andalucia, Spain"
60,2020-04-21,1,Andalucía,11648,Andalucia,Spain,"Andalucia, Spain"
61,2020-04-22,1,Andalucía,11879,Andalucia,Spain,"Andalucia, Spain"
62,2020-04-23,1,Andalucía,12195,Andalucia,Spain,"Andalucia, Spain"
63,2020-04-24,1,Andalucía,12449,Andalucia,Spain,"Andalucia, Spain"
64,2020-04-25,1,Andalucía,12774,Andalucia,Spain,"Andalucia, Spain"
65,2020-04-26,1,Andalucía,12972,Andalucia,Spain,"Andalucia, Spain"
66,2020-04-27,1,Andalucía,13108,Andalucia,Spain,"Andalucia, Spain"
67,2020-04-28,1,Andalucía,13195,Andalucia,Spain,"Andalucia, Spain"
68,2020-04-29,1,Andalucía,13445,Andalucia,Spain,"Andalucia, Spain"
69,2020-04-30,1,Andalucía,13624,Andalucia,Spain,"Andalucia, Spain"
70,2020-05-01,1,Andalucía,13881,Andalucia,Spain,"Andalucia, Spain"
71,2020-05-02,1,Andalucía,14128,Andalucia,Spain,"Andalucia, Spain"
72,2020-05-03,1,Andalucía,14251,Andalucia,Spain,"Andalucia, Spain"
73,2020-05-04,1,Andalucía,14311,Andalucia,Spain,"Andalucia, Spain"
74,2020-05-05,1,Andalucía,14351,Andalucia,Spain,"Andalucia, Spain"
75,2020-05-06,1,Andalucía,14593,Andalucia,Spain,"Andalucia, Spain"
76,2020-05-07,1,Andalucía,14824,Andalucia,Spain,"Andalucia, Spain"
77,2020-05-08,1,Andalucía,15002,Andalucia,Spain,"Andalucia, Spain"
78,2020-05-09,1,Andalucía,15180,Andalucia,Spain,"Andalucia, Spain"
79,2020-05-10,1,Andalucía,15355,Andalucia,Spain,"Andalucia, Spain"
80,2020-05-11,1,Andalucía,15422,Andalucia,Spain,"Andalucia, Spain"
81,2020-05-12,1,Andalucía,15522,Andalucia,Spain,"Andalucia, Spain"
82,2020-05-13,1,Andalucía,15629,Andalucia,Spain,"Andalucia, Spain"
83,2020-05-14,1,Andalucía,15823,Andalucia,Spain,"Andalucia, Spain"
84,2020-05-15,1,Andalucía,16068,Andalucia,Spain,"Andalucia, Spain"
85,2020-05-16,1,Andalucía,16263,Andalucia,Spain,"Andalucia, Spain"
86,2020-05-17,1,Andalucía,16432,Andalucia,Spain,"Andalucia, Spain"
87,2020-05-18,1,Andalucía,16457,Andalucia,Spain,"Andalucia, Spain"
88,2020-05-19,1,Andalucía,16488,Andalucia,Spain,"Andalucia, Spain"
89,2020-05-20,1,Andalucía,16501,Andalucia,Spain,"Andalucia, Spain"
90,2020-05-21,1,Andalucía,16546,Andalucia,Spain,"Andalucia, Spain"
91,2020-02-21,2,Aragón,0,Aragon,Spain,"Aragon, Spain"
92,2020-02-22,2,Aragón,0,Aragon,Spain,"Aragon, Spain"
93,2020-02-23,2,Aragón,0,Aragon,Spain,"Aragon, Spain"
94,2020-02-24,2,Aragón,0,Aragon,Spain,"Aragon, Spain"
95,2020-02-25,2,Aragón,0,Aragon,Spain,"Aragon, Spain"
96,2020-02-26,2,Aragón,0,Aragon,Spain,"Aragon, Spain"
97,2020-02-27,2,Aragón,0,Aragon,Spain,"Aragon, Spain"
98,2020-02-28,2,Aragón,0,Aragon,Spain,"Aragon, Spain"
99,2020-02-29,2,Aragón,0,Aragon,Spain,"Aragon, Spain"
100,2020-03-01,2,Aragón,0,Aragon,Spain,"Aragon, Spain"
101,2020-03-02,2,Aragón,0,Aragon,Spain,"Aragon, Spain"
102,2020-03-03,2,Aragón,0,Aragon,Spain,"Aragon, Spain"
103,2020-03-04,2,Aragón,0,Aragon,Spain,"Aragon, Spain"
104,2020-03-05,2,Aragón,1,Aragon,Spain,"Aragon, Spain"
105,2020-03-06,2,Aragón,1,Aragon,Spain,"Aragon, Spain"
106,2020-03-07,2,Aragón,5,Aragon,Spain,"Aragon, Spain"
107,2020-03-08,2,Aragón,5,Aragon,Spain,"Aragon, Spain"
108,2020-03-09,2,Aragón,7,Aragon,Spain,"Aragon, Spain"
109,2020-03-10,2,Aragón,30,Aragon,Spain,"Aragon, Spain"
110,2020-03-11,2,Aragón,38,Aragon,Spain,"Aragon, Spain"
111,2020-03-12,2,Aragón,45,Aragon,Spain,"Aragon, Spain"
112,2020-03-13,2,Aragón,64,Aragon,Spain,"Aragon, Spain"
113,2020-03-14,2,Aragón,80,Aragon,Spain,"Aragon, Spain"
114,2020-03-15,2,Aragón,121,Aragon,Spain,"Aragon, Spain"
115,2020-03-16,2,Aragón,147,Aragon,Spain,"Aragon, Spain"
116,2020-03-17,2,Aragón,207,Aragon,Spain,"Aragon, Spain"
117,2020-03-18,2,Aragón,226,Aragon,Spain,"Aragon, Spain"
118,2020-03-19,2,Aragón,281,Aragon,Spain,"Aragon, Spain"
119,2020-03-20,2,Aragón,360,Aragon,Spain,"Aragon, Spain"
120,2020-03-21,2,Aragón,424,Aragon,Spain,"Aragon, Spain"
121,2020-03-22,2,Aragón,532,Aragon,Spain,"Aragon, Spain"
122,2020-03-23,2,Aragón,638,Aragon,Spain,"Aragon, Spain"
123,2020-03-24,2,Aragón,758,Aragon,Spain,"Aragon, Spain"
124,2020-03-25,2,Aragón,907,Aragon,Spain,"Aragon, Spain"
125,2020-03-26,2,Aragón,1116,Aragon,Spain,"Aragon, Spain"
126,2020-03-27,2,Aragón,1338,Aragon,Spain,"Aragon, Spain"
127,2020-03-28,2,Aragón,1592,Aragon,Spain,"Aragon, Spain"
128,2020-03-29,2,Aragón,1858,Aragon,Spain,"Aragon, Spain"
129,2020-03-30,2,Aragón,2078,Aragon,Spain,"Aragon, Spain"
130,2020-03-31,2,Aragón,2272,Aragon,Spain,"Aragon, Spain"
131,2020-04-01,2,Aragón,2491,Aragon,Spain,"Aragon, Spain"
132,2020-04-02,2,Aragón,2700,Aragon,Spain,"Aragon, Spain"
133,2020-04-03,2,Aragón,2889,Aragon,Spain,"Aragon, Spain"
134,2020-04-04,2,Aragón,3078,Aragon,Spain,"Aragon, Spain"
135,2020-04-05,2,Aragón,3232,Aragon,Spain,"Aragon, Spain"
136,2020-04-06,2,Aragón,3347,Aragon,Spain,"Aragon, Spain"
137,2020-04-07,2,Aragón,3449,Aragon,Spain,"Aragon, Spain"
138,2020-04-08,2,Aragón,3549,Aragon,Spain,"Aragon, Spain"
139,2020-04-09,2,Aragón,3685,Aragon,Spain,"Aragon, Spain"
140,2020-04-10,2,Aragón,3831,Aragon,Spain,"Aragon, Spain"
141,2020-04-11,2,Aragón,3998,Aragon,Spain,"Aragon, Spain"
142,2020-04-12,2,Aragón,4125,Aragon,Spain,"Aragon, Spain"
143,2020-04-13,2,Aragón,4248,Aragon,Spain,"Aragon, Spain"
144,2020-04-14,2,Aragón,4332,Aragon,Spain,"Aragon, Spain"
145,2020-04-15,2,Aragón,4450,Aragon,Spain,"Aragon, Spain"
146,2020-04-16,2,Aragón,4566,Aragon,Spain,"Aragon, Spain"
147,2020-04-17,2,Aragón,4664,Aragon,Spain,"Aragon, Spain"
148,2020-04-18,2,Aragón,4761,Aragon,Spain,"Aragon, Spain"
149,2020-04-19,2,Aragón,4831,Aragon,Spain,"Aragon, Spain"
150,2020-04-20,2,Aragón,4886,Aragon,Spain,"Aragon, Spain"
151,2020-04-21,2,Aragón,4938,Aragon,Spain,"Aragon, Spain"
152,2020-04-22,2,Aragón,5054,Aragon,Spain,"Aragon, Spain"
153,2020-04-23,2,Aragón,5237,Aragon,Spain,"Aragon, Spain"
154,2020-04-24,2,Aragón,5295,Aragon,Spain,"Aragon, Spain"
155,2020-04-25,2,Aragón,5382,Aragon,Spain,"Aragon, Spain"
156,2020-04-26,2,Aragón,5456,Aragon,Spain,"Aragon, Spain"
157,2020-04-27,2,Aragón,5504,Aragon,Spain,"Aragon, Spain"
158,2020-04-28,2,Aragón,5557,Aragon,Spain,"Aragon, Spain"
159,2020-04-29,2,Aragón,5652,Aragon,Spain,"Aragon, Spain"
160,2020-04-30,2,Aragón,5971,Aragon,Spain,"Aragon, Spain"
161,2020-05-01,2,Aragón,6103,Aragon,Spain,"Aragon, Spain"
162,2020-05-02,2,Aragón,6164,Aragon,Spain,"Aragon, Spain"
163,2020-05-03,2,Aragón,6208,Aragon,Spain,"Aragon, Spain"
164,2020-05-04,2,Aragón,6239,Aragon,Spain,"Aragon, Spain"
165,2020-05-05,2,Aragón,6282,Aragon,Spain,"Aragon, Spain"
166,2020-05-06,2,Aragón,6382,Aragon,Spain,"Aragon, Spain"
167,2020-05-07,2,Aragón,6516,Aragon,Spain,"Aragon, Spain"
168,2020-05-08,2,Aragón,6575,Aragon,Spain,"Aragon, Spain"
169,2020-05-09,2,Aragón,6656,Aragon,Spain,"Aragon, Spain"
170,2020-05-10,2,Aragón,6702,Aragon,Spain,"Aragon, Spain"
171,2020-05-11,2,Aragón,6731,Aragon,Spain,"Aragon, Spain"
172,2020-05-12,2,Aragón,6797,Aragon,Spain,"Aragon, Spain"
173,2020-05-13,2,Aragón,6856,Aragon,Spain,"Aragon, Spain"
174,2020-05-14,2,Aragón,6943,Aragon,Spain,"Aragon, Spain"
175,2020-05-15,2,Aragón,7015,Aragon,Spain,"Aragon, Spain"
176,2020-05-16,2,Aragón,7125,Aragon,Spain,"Aragon, Spain"
177,2020-05-17,2,Aragón,7177,Aragon,Spain,"Aragon, Spain"
178,2020-05-18,2,Aragón,7201,Aragon,Spain,"Aragon, Spain"
179,2020-05-19,2,Aragón,7271,Aragon,Spain,"Aragon, Spain"
180,2020-05-20,2,Aragón,7302,Aragon,Spain,"Aragon, Spain"
181,2020-05-21,2,Aragón,7339,Aragon,Spain,"Aragon, Spain"
182,2020-02-21,3,Asturias,0,Asturias,Spain,"Asturias, Spain"
183,2020-02-22,3,Asturias,0,Asturias,Spain,"Asturias, Spain"
184,2020-02-23,3,Asturias,0,Asturias,Spain,"Asturias, Spain"
185,2020-02-24,3,Asturias,0,Asturias,Spain,"Asturias, Spain"
186,2020-02-25,3,Asturias,0,Asturias,Spain,"Asturias, Spain"
187,2020-02-26,3,Asturias,0,Asturias,Spain,"Asturias, Spain"
188,2020-02-27,3,Asturias,0,Asturias,Spain,"Asturias, Spain"
189,2020-02-28,3,Asturias,0,Asturias,Spain,"Asturias, Spain"
190,2020-02-29,3,Asturias,0,Asturias,Spain,"Asturias, Spain"
191,2020-03-01,3,Asturias,1,Asturias,Spain,"Asturias, Spain"
192,2020-03-02,3,Asturias,1,Asturias,Spain,"Asturias, Spain"
193,2020-03-03,3,Asturias,1,Asturias,Spain,"Asturias, Spain"
194,2020-03-04,3,Asturias,2,Asturias,Spain,"Asturias, Spain"
195,2020-03-05,3,Asturias,4,Asturias,Spain,"Asturias, Spain"
196,2020-03-06,3,Asturias,4,Asturias,Spain,"Asturias, Spain"
197,2020-03-07,3,Asturias,7,Asturias,Spain,"Asturias, Spain"
198,2020-03-08,3,Asturias,8,Asturias,Spain,"Asturias, Spain"
199,2020-03-09,3,Asturias,10,Asturias,Spain,"Asturias, Spain"
200,2020-03-10,3,Asturias,15,Asturias,Spain,"Asturias, Spain"
201,2020-03-11,3,Asturias,32,Asturias,Spain,"Asturias, Spain"
202,2020-03-12,3,Asturias,37,Asturias,Spain,"Asturias, Spain"
203,2020-03-13,3,Asturias,40,Asturias,Spain,"Asturias, Spain"
204,2020-03-14,3,Asturias,86,Asturias,Spain,"Asturias, Spain"
205,2020-03-15,3,Asturias,123,Asturias,Spain,"Asturias, Spain"
206,2020-03-16,3,Asturias,160,Asturias,Spain,"Asturias, Spain"
207,2020-03-17,3,Asturias,224,Asturias,Spain,"Asturias, Spain"
208,2020-03-18,3,Asturias,269,Asturias,Spain,"Asturias, Spain"
209,2020-03-19,3,Asturias,310,Asturias,Spain,"Asturias, Spain"
210,2020-03-20,3,Asturias,429,Asturias,Spain,"Asturias, Spain"
211,2020-03-21,3,Asturias,524,Asturias,Spain,"Asturias, Spain"
212,2020-03-22,3,Asturias,569,Asturias,Spain,"Asturias, Spain"
213,2020-03-23,3,Asturias,621,Asturias,Spain,"Asturias, Spain"
214,2020-03-24,3,Asturias,754,Asturias,Spain,"Asturias, Spain"
215,2020-03-25,3,Asturias,812,Asturias,Spain,"Asturias, Spain"
216,2020-03-26,3,Asturias,891,Asturias,Spain,"Asturias, Spain"
217,2020-03-27,3,Asturias,960,Asturias,Spain,"Asturias, Spain"
218,2020-03-28,3,Asturias,1037,Asturias,Spain,"Asturias, Spain"
219,2020-03-29,3,Asturias,1143,Asturias,Spain,"Asturias, Spain"
220,2020-03-30,3,Asturias,1206,Asturias,Spain,"Asturias, Spain"
221,2020-03-31,3,Asturias,1295,Asturias,Spain,"Asturias, Spain"
222,2020-04-01,3,Asturias,1367,Asturias,Spain,"Asturias, Spain"
223,2020-04-02,3,Asturias,1435,Asturias,Spain,"Asturias, Spain"
224,2020-04-03,3,Asturias,1504,Asturias,Spain,"Asturias, Spain"
225,2020-04-04,3,Asturias,1585,Asturias,Spain,"Asturias, Spain"
226,2020-04-05,3,Asturias,1640,Asturias,Spain,"Asturias, Spain"
227,2020-04-06,3,Asturias,1695,Asturias,Spain,"Asturias, Spain"
228,2020-04-07,3,Asturias,1718,Asturias,Spain,"Asturias, Spain"
229,2020-04-08,3,Asturias,1751,Asturias,Spain,"Asturias, Spain"
230,2020-04-09,3,Asturias,1831,Asturias,Spain,"Asturias, Spain"
231,2020-04-10,3,Asturias,1889,Asturias,Spain,"Asturias, Spain"
232,2020-04-11,3,Asturias,1943,Asturias,Spain,"Asturias, Spain"
233,2020-04-12,3,Asturias,2030,Asturias,Spain,"Asturias, Spain"
234,2020-04-13,3,Asturias,2084,Asturias,Spain,"Asturias, Spain"
235,2020-04-14,3,Asturias,2119,Asturias,Spain,"Asturias, Spain"
236,2020-04-15,3,Asturias,2194,Asturias,Spain,"Asturias, Spain"
237,2020-04-16,3,Asturias,2247,Asturias,Spain,"Asturias, Spain"
238,2020-04-17,3,Asturias,2319,Asturias,Spain,"Asturias, Spain"
239,2020-04-18,3,Asturias,2366,Asturias,Spain,"Asturias, Spain"
240,2020-04-19,3,Asturias,2391,Asturias,Spain,"Asturias, Spain"
241,2020-04-20,3,Asturias,2407,Asturias,Spain,"Asturias, Spain"
242,2020-04-21,3,Asturias,2449,Asturias,Spain,"Asturias, Spain"
243,2020-04-22,3,Asturias,2507,Asturias,Spain,"Asturias, Spain"
244,2020-04-23,3,Asturias,2559,Asturias,Spain,"Asturias, Spain"
245,2020-04-24,3,Asturias,2599,Asturias,Spain,"Asturias, Spain"
246,2020-04-25,3,Asturias,2642,Asturias,Spain,"Asturias, Spain"
247,2020-04-26,3,Asturias,2702,Asturias,Spain,"Asturias, Spain"
248,2020-04-27,3,Asturias,2735,Asturias,Spain,"Asturias, Spain"
249,2020-04-28,3,Asturias,2806,Asturias,Spain,"Asturias, Spain"
250,2020-04-29,3,Asturias,2871,Asturias,Spain,"Asturias, Spain"
251,2020-04-30,3,Asturias,2922,Asturias,Spain,"Asturias, Spain"
252,2020-05-01,3,Asturias,2973,Asturias,Spain,"Asturias, Spain"
253,2020-05-02,3,Asturias,2997,Asturias,Spain,"Asturias, Spain"
254,2020-05-03,3,Asturias,3019,Asturias,Spain,"Asturias, Spain"
255,2020-05-04,3,Asturias,3031,Asturias,Spain,"Asturias, Spain"
256,2020-05-05,3,Asturias,3059,Asturias,Spain,"Asturias, Spain"
257,2020-05-06,3,Asturias,3090,Asturias,Spain,"Asturias, Spain"
258,2020-05-07,3,Asturias,3103,Asturias,Spain,"Asturias, Spain"
259,2020-05-08,3,Asturias,3159,Asturias,Spain,"Asturias, Spain"
260,2020-05-09,3,Asturias,3185,Asturias,Spain,"Asturias, Spain"
261,2020-05-10,3,Asturias,3200,Asturias,Spain,"Asturias, Spain"
262,2020-05-11,3,Asturias,3216,Asturias,Spain,"Asturias, Spain"
263,2020-05-12,3,Asturias,3227,Asturias,Spain,"Asturias, Spain"
264,2020-05-13,3,Asturias,3252,Asturias,Spain,"Asturias, Spain"
265,2020-05-14,3,Asturias,3267,Asturias,Spain,"Asturias, Spain"
266,2020-05-15,3,Asturias,3300,Asturias,Spain,"Asturias, Spain"
267,2020-05-16,3,Asturias,3327,Asturias,Spain,"Asturias, Spain"
268,2020-05-17,3,Asturias,3344,Asturias,Spain,"Asturias, Spain"
269,2020-05-18,3,Asturias,3355,Asturias,Spain,"Asturias, Spain"
270,2020-05-19,3,Asturias,3358,Asturias,Spain,"Asturias, Spain"
271,2020-05-20,3,Asturias,3359,Asturias,Spain,"Asturias, Spain"
272,2020-05-21,3,Asturias,3359,Asturias,Spain,"Asturias, Spain"
273,2020-02-21,4,Baleares,1,Baleares,Spain,"Baleares, Spain"
274,2020-02-22,4,Baleares,1,Baleares,Spain,"Baleares, Spain"
275,2020-02-23,4,Baleares,1,Baleares,Spain,"Baleares, Spain"
276,2020-02-24,4,Baleares,1,Baleares,Spain,"Baleares, Spain"
277,2020-02-25,4,Baleares,1,Baleares,Spain,"Baleares, Spain"
278,2020-02-26,4,Baleares,1,Baleares,Spain,"Baleares, Spain"
279,2020-02-27,4,Baleares,1,Baleares,Spain,"Baleares, Spain"
280,2020-02-28,4,Baleares,1,Baleares,Spain,"Baleares, Spain"
281,2020-02-29,4,Baleares,2,Baleares,Spain,"Baleares, Spain"
282,2020-03-01,4,Baleares,2,Baleares,Spain,"Baleares, Spain"
283,2020-03-02,4,Baleares,2,Baleares,Spain,"Baleares, Spain"
284,2020-03-03,4,Baleares,2,Baleares,Spain,"Baleares, Spain"
285,2020-03-04,4,Baleares,5,Baleares,Spain,"Baleares, Spain"
286,2020-03-05,4,Baleares,6,Baleares,Spain,"Baleares, Spain"
287,2020-03-06,4,Baleares,6,Baleares,Spain,"Baleares, Spain"
288,2020-03-07,4,Baleares,6,Baleares,Spain,"Baleares, Spain"
289,2020-03-08,4,Baleares,8,Baleares,Spain,"Baleares, Spain"
290,2020-03-09,4,Baleares,11,Baleares,Spain,"Baleares, Spain"
291,2020-03-10,4,Baleares,13,Baleares,Spain,"Baleares, Spain"
292,2020-03-11,4,Baleares,16,Baleares,Spain,"Baleares, Spain"
293,2020-03-12,4,Baleares,22,Baleares,Spain,"Baleares, Spain"
294,2020-03-13,4,Baleares,28,Baleares,Spain,"Baleares, Spain"
295,2020-03-14,4,Baleares,28,Baleares,Spain,"Baleares, Spain"
296,2020-03-15,4,Baleares,42,Baleares,Spain,"Baleares, Spain"
297,2020-03-16,4,Baleares,73,Baleares,Spain,"Baleares, Spain"
298,2020-03-17,4,Baleares,92,Baleares,Spain,"Baleares, Spain"
299,2020-03-18,4,Baleares,112,Baleares,Spain,"Baleares, Spain"
300,2020-03-19,4,Baleares,169,Baleares,Spain,"Baleares, Spain"
301,2020-03-20,4,Baleares,203,Baleares,Spain,"Baleares, Spain"
302,2020-03-21,4,Baleares,246,Baleares,Spain,"Baleares, Spain"
303,2020-03-22,4,Baleares,331,Baleares,Spain,"Baleares, Spain"
304,2020-03-23,4,Baleares,400,Baleares,Spain,"Baleares, Spain"
305,2020-03-24,4,Baleares,478,Baleares,Spain,"Baleares, Spain"
306,2020-03-25,4,Baleares,562,Baleares,Spain,"Baleares, Spain"
307,2020-03-26,4,Baleares,660,Baleares,Spain,"Baleares, Spain"
308,2020-03-27,4,Baleares,755,Baleares,Spain,"Baleares, Spain"
309,2020-03-28,4,Baleares,862,Baleares,Spain,"Baleares, Spain"
310,2020-03-29,4,Baleares,958,Baleares,Spain,"Baleares, Spain"
311,2020-03-30,4,Baleares,1000,Baleares,Spain,"Baleares, Spain"
312,2020-03-31,4,Baleares,1069,Baleares,Spain,"Baleares, Spain"
313,2020-04-01,4,Baleares,1131,Baleares,Spain,"Baleares, Spain"
314,2020-04-02,4,Baleares,1204,Baleares,Spain,"Baleares, Spain"
315,2020-04-03,4,Baleares,1257,Baleares,Spain,"Baleares, Spain"
316,2020-04-04,4,Baleares,1271,Baleares,Spain,"Baleares, Spain"
317,2020-04-05,4,Baleares,1293,Baleares,Spain,"Baleares, Spain"
318,2020-04-06,4,Baleares,1320,Baleares,Spain,"Baleares, Spain"
319,2020-04-07,4,Baleares,1369,Baleares,Spain,"Baleares, Spain"
320,2020-04-08,4,Baleares,1412,Baleares,Spain,"Baleares, Spain"
321,2020-04-09,4,Baleares,1448,Baleares,Spain,"Baleares, Spain"
322,2020-04-10,4,Baleares,1488,Baleares,Spain,"Baleares, Spain"
323,2020-04-11,4,Baleares,1507,Baleares,Spain,"Baleares, Spain"
324,2020-04-12,4,Baleares,1534,Baleares,Spain,"Baleares, Spain"
325,2020-04-13,4,Baleares,1550,Baleares,Spain,"Baleares, Spain"
326,2020-04-14,4,Baleares,1571,Baleares,Spain,"Baleares, Spain"
327,2020-04-15,4,Baleares,1605,Baleares,Spain,"Baleares, Spain"
328,2020-04-16,4,Baleares,1636,Baleares,Spain,"Baleares, Spain"
329,2020-04-17,4,Baleares,1667,Baleares,Spain,"Baleares, Spain"
330,2020-04-18,4,Baleares,1747,Baleares,Spain,"Baleares, Spain"
331,2020-04-19,4,Baleares,1772,Baleares,Spain,"Baleares, Spain"
332,2020-04-20,4,Baleares,1787,Baleares,Spain,"Baleares, Spain"
333,2020-04-21,4,Baleares,1807,Baleares,Spain,"Baleares, Spain"
334,2020-04-22,4,Baleares,1834,Baleares,Spain,"Baleares, Spain"
335,2020-04-23,4,Baleares,1859,Baleares,Spain,"Baleares, Spain"
336,2020-04-24,4,Baleares,1876,Baleares,Spain,"Baleares, Spain"
337,2020-04-25,4,Baleares,1905,Baleares,Spain,"Baleares, Spain"
338,2020-04-26,4,Baleares,1915,Baleares,Spain,"Baleares, Spain"
339,2020-04-27,4,Baleares,1920,Baleares,Spain,"Baleares, Spain"
340,2020-04-28,4,Baleares,1938,Baleares,Spain,"Baleares, Spain"
341,2020-04-29,4,Baleares,1948,Baleares,Spain,"Baleares, Spain"
342,2020-04-30,4,Baleares,1953,Baleares,Spain,"Baleares, Spain"
343,2020-05-01,4,Baleares,1968,Baleares,Spain,"Baleares, Spain"
344,2020-05-02,4,Baleares,1980,Baleares,Spain,"Baleares, Spain"
345,2020-05-03,4,Baleares,1986,Baleares,Spain,"Baleares, Spain"
346,2020-05-04,4,Baleares,1987,Baleares,Spain,"Baleares, Spain"
347,2020-05-05,4,Baleares,1993,Baleares,Spain,"Baleares, Spain"
348,2020-05-06,4,Baleares,2009,Baleares,Spain,"Baleares, Spain"
349,2020-05-07,4,Baleares,2019,Baleares,Spain,"Baleares, Spain"
350,2020-05-08,4,Baleares,2025,Baleares,Spain,"Baleares, Spain"
351,2020-05-09,4,Baleares,2038,Baleares,Spain,"Baleares, Spain"
352,2020-05-10,4,Baleares,2051,Baleares,Spain,"Baleares, Spain"
353,2020-05-11,4,Baleares,2054,Baleares,Spain,"Baleares, Spain"
